source,date_crawl,type_bien,nb_pieces,surface_m2,prix,prix_m2,quartier,criteres,titre,url
LeBonCoin,2026-03-09,Appartement,6.0,158.0,575000,3639.0,,,Appartement 6 pices 158 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3150689128
LeBonCoin,2026-03-09,Autre,8.0,256.0,649000,2535.0,,,Immeuble 8 pices 256 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3135086556
LeBonCoin,2026-03-09,Appartement,4.0,86.0,193000,2244.0,,,Appartement 4 pices 86 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3132497447
LeBonCoin,2026-03-09,Appartement,3.0,52.0,103200,1985.0,,,Appartement 3 pices 52 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3110982862
LeBonCoin,2026-03-09,Appartement,4.0,66.0,124000,1879.0,,,Appartement 4 pices 66 m,https://www.leboncoin.fr/ad/ventes_immobilieres/2997874864
LeBonCoin,2026-03-09,Appartement,1.0,45.0,230000,5111.0,,,Appartement - 1 pice - VAL D'ORIA,https://www.leboncoin.fr/ad/ventes_immobilieres/3136052811
LeBonCoin,2026-03-09,Appartement,1.0,18.0,42000,2333.0,,,Appartement 1 pice 18 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3135678523
LeBonCoin,2026-03-09,Maison,6.0,180.0,879000,4883.0,,,Proprit 6 pices 180 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3154506549
LeBonCoin,2026-03-09,Appartement,4.0,75.0,180000,2400.0,,,Appartement 4 pices 75 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3154506533
LeBonCoin,2026-03-09,Appartement,2.0,47.0,159000,3383.0,,,Appartement 2 pices 47 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3123577067
LeBonCoin,2026-03-09,Appartement,5.0,126.0,258000,2048.0,,,Appartement 5 pices 126 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3079247015
LeBonCoin,2026-03-09,Appartement,2.0,25.0,82000,3280.0,,,Appartement 2 pices 25 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3148501968
LeBonCoin,2026-03-09,Appartement,1.0,18.0,76036,4224.0,,,Appartement 1 pice 18 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3146161855
LeBonCoin,2026-03-09,Appartement,4.0,85.0,267000,3141.0,,,Appartement 4 pices 85 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3138362913
LeBonCoin,2026-03-09,Appartement,4.0,74.0,235000,3176.0,,,Appartement 4 pices 74 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3140610555
LeBonCoin,2026-03-09,Appartement,2.0,28.0,92000,3286.0,,,Appartement 2 pices 28 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3130835913
LeBonCoin,2026-03-09,Appartement,4.0,89.0,285000,3202.0,,,Appartement 4 pices 89 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3114549802
LeBonCoin,2026-03-09,Appartement,3.0,57.0,134000,2351.0,,,Appartement 3 pices 57 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3024625990
LeBonCoin,2026-03-09,Appartement,3.0,81.0,189000,2333.0,,,Appartement 3 pices 81 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3154506522
LeBonCoin,2026-03-09,Autre,,207.0,498000,2406.0,,,Immeuble 207 m Toulon,https://www.leboncoin.fr/ad/ventes_immobilieres/3113600429
LeBonCoin,2026-03-09,Maison,6.0,240.0,1190000,4958.0,,,Maison 6 pices 240 m,https://www.leboncoin.fr/ad/ventes_immobilieres/2982482239
LeBonCoin,2026-03-09,Appartement,2.0,54.0,199000,3685.0,,,Appartement 2 pices 54 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3084726123
LeBonCoin,2026-03-09,Appartement,4.0,78.0,220000,2821.0,,,Appartement 4 pices 78 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3042420851
LeBonCoin,2026-03-09,Appartement,1.0,24.0,109500,4562.0,mourillon,travaux,T1 au cur du Mourillon aucun travaux  prvoir,https://www.leboncoin.fr/ad/ventes_immobilieres/3157801299
LeBonCoin,2026-03-09,Appartement,1.0,34.0,95000,2794.0,,,Appartement 1 pice 34 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3085302981
LeBonCoin,2026-03-09,Appartement,5.0,104.0,300000,2885.0,,,Appartement 5 pices 104 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3132876990
LeBonCoin,2026-03-09,Appartement,2.0,43.0,178000,4140.0,,,Appartement - 2 pices - VAL D'ORIA,https://www.leboncoin.fr/ad/ventes_immobilieres/3058829293
LeBonCoin,2026-03-09,Maison,5.0,122.0,555000,4549.0,,,Maison 5 pices 122 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3130524701
LeBonCoin,2026-03-09,Appartement,3.0,67.0,178000,2657.0,,,Appartement 3 pices 67 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3138884273
LeBonCoin,2026-03-09,Appartement,3.0,74.0,316000,4270.0,,,Appartement 3 pices 74 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3063325280
LeBonCoin,2026-03-09,Appartement,2.0,52.0,161200,3100.0,,,Appartement 2 pices 52 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3074408142
LeBonCoin,2026-03-09,Maison,9.0,223.0,900000,4036.0,,,Villa 9 pices 223 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3154645244
LeBonCoin,2026-03-09,Appartement,3.0,61.0,254000,4164.0,,,Appartement - 3 pices - VAL D'ORIA,https://www.leboncoin.fr/ad/ventes_immobilieres/3055609742
LeBonCoin,2026-03-09,Maison,6.0,180.0,850000,4722.0,,,Maison - 6 pices - LA CLOSERAIE TOULON,https://www.leboncoin.fr/ad/ventes_immobilieres/3055567012
LeBonCoin,2026-03-09,Appartement,4.0,82.0,334000,4073.0,,,Appartement - 4 pices - VAL D'ORIA,https://www.leboncoin.fr/ad/ventes_immobilieres/3058829295
LeBonCoin,2026-03-09,Appartement,4.0,76.0,224000,2947.0,,,Appartement 4 pices 76 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3157577127
LeBonCoin,2026-03-09,Appartement,2.0,40.0,102700,2568.0,,,Appartement 2 pices 40 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3063752592
LeBonCoin,2026-03-09,Appartement,1.0,30.0,131000,4367.0,,,Studio 1 pice 30 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3055044007
LeBonCoin,2026-03-09,Appartement,1.0,39.0,139000,3564.0,,,Appartement 1 pice 39 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3131560542
LeBonCoin,2026-03-09,Appartement,2.0,42.0,126000,3000.0,,,Appartement 2 pices 42 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3130835915
LeBonCoin,2026-03-09,Appartement,3.0,58.0,130000,2241.0,,,Appartement 3 pices 58 m,https://www.leboncoin.fr/ad/ventes_immobilieres/2910821915
LeBonCoin,2026-03-09,Appartement,2.0,51.0,161200,3161.0,,,Appartement 2 pices 51 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3074408141
LeBonCoin,2026-03-09,Maison,4.0,131.0,220000,1679.0,,,Maison en viager 4 pices 131 m,https://www.leboncoin.fr/ad/ventes_immobilieres/2767259446
LeBonCoin,2026-03-09,Appartement,4.0,96.0,270000,2812.0,,,Appartement 4 pices 96 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3038639064
LeBonCoin,2026-03-09,Appartement,4.0,76.0,203000,2671.0,,,Appartement 4 pices 76 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3100080501
LeBonCoin,2026-03-09,Appartement,4.0,103.0,285000,2767.0,,,Appartement 4 pices 103 m,https://www.leboncoin.fr/ad/ventes_immobilieres/2450014264
LeBonCoin,2026-03-09,Appartement,4.0,132.0,429000,3250.0,,,Appartement 4 pices 132 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3125661833
LeBonCoin,2026-03-09,Appartement,2.0,49.0,149000,3041.0,,,Appartement 2 pices 49 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3151003103
LeBonCoin,2026-03-09,Maison,4.0,60.0,336000,5600.0,,,Maison de ville 4 pices 60 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3138209716
LeBonCoin,2026-03-09,Maison,6.0,165.0,920000,5576.0,,,Proprit 6 pices 165 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3158678683
LeBonCoin,2026-03-09,Maison,8.0,280.0,1680000,6000.0,,,Maison 8 pices 280 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3092093021
LeBonCoin,2026-03-09,Maison,9.0,220.0,1290000,5864.0,,,Proprit 9 pices 220 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3153643055
LeBonCoin,2026-03-09,Maison,7.0,220.0,1199000,5450.0,,,Villa 7 pices 220 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3132685640
LeBonCoin,2026-03-09,Maison,2.0,55.0,308000,5600.0,,,Maison 2 pices 55 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3126431367
LeBonCoin,2026-03-09,Maison,6.0,175.0,815000,4657.0,,,Proprit 6 pices 175 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3101469949
LeBonCoin,2026-03-09,Maison,4.0,89.0,495000,5562.0,,,Villa 4 pices 89 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3146004911
LeBonCoin,2026-03-09,Maison,8.0,219.0,1095000,5000.0,,,Maison 8 pices 219 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3154380020
LeBonCoin,2026-03-09,Maison,5.0,142.0,970000,6831.0,,,Proprit 5 pices 142 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3104102455
LeBonCoin,2026-03-09,Maison,6.0,170.0,950000,5588.0,,,Maison 6 pices 170 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3154580881
LeBonCoin,2026-03-09,Maison,5.0,105.0,151500,1443.0,,,Maison en Viager 5 pices 105 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3139645269
LeBonCoin,2026-03-09,Maison,5.0,120.0,570000,4750.0,,,Maison 5 pices 120 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3043646583
LeBonCoin,2026-03-09,Maison,8.0,240.0,1380000,5750.0,,,Proprit 8 pices 240 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3038377513
LeBonCoin,2026-03-09,Maison,10.0,265.0,1340000,5057.0,,,Proprit 10 pices 265 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3128049678
LeBonCoin,2026-03-09,Maison,7.0,280.0,1680000,6000.0,,,Maison 7 pices 280 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3019493746
LeBonCoin,2026-03-09,Maison,2.0,70.0,280000,4000.0,,,Maison 2 pices 70 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3024751369
LeBonCoin,2026-03-09,Maison,4.0,95.0,247000,2600.0,,,Maison 4 pices 95 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3106980419
LeBonCoin,2026-03-09,Maison,8.0,223.0,939000,4211.0,,parking/garage,"Maison T7 223 m avec piscine, T2 indpendant, garage et grand terrain La Serinette Toulon",https://www.leboncoin.fr/ad/ventes_immobilieres/3135406654
LeBonCoin,2026-03-09,Maison,4.0,61.0,680000,11148.0,,,Maison 4 pices 61 m,https://www.leboncoin.fr/ad/ventes_immobilieres/2895108694
LeBonCoin,2026-03-09,Maison,5.0,90.0,525000,5833.0,,,Maison 5 pices 90 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3126691259
LeBonCoin,2026-03-09,Maison,6.0,156.0,725000,4647.0,,,Maison 6 pices 156 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3136331611
LeBonCoin,2026-03-09,Maison,10.0,212.0,625000,2948.0,,,Maison 10 pices 212 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3101694681
LeBonCoin,2026-03-09,Maison,5.0,125.0,695000,5560.0,,,Villa 5 pices 125 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3086772497
LeBonCoin,2026-03-09,Maison,6.0,159.0,522000,3283.0,,,Maison 6 pices 159 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3125719684
LeBonCoin,2026-03-09,Maison,2.0,50.0,129000,2580.0,,,Maison de ville 2 pices 50 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3127850558
LeBonCoin,2026-03-09,Terrain,,387.0,217000,561.0,,,Terrain 387 m Toulon,https://www.leboncoin.fr/ad/ventes_immobilieres/3157387001
LeBonCoin,2026-03-09,Maison,7.0,160.0,899900,5624.0,,,Proprit 7 pices 160 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3078937818
LeBonCoin,2026-03-09,Appartement,3.0,113.0,369000,3265.0,,,Appartement 3 pices 113 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3153942501
LeBonCoin,2026-03-09,Maison,5.0,165.0,694500,4209.0,,,Villa 5 pices 165 m,https://www.leboncoin.fr/ad/ventes_immobilieres/2982602779
LeBonCoin,2026-03-09,Appartement,4.0,87.0,305000,3506.0,,,Appartement 4 pices 87 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3153971571
LeBonCoin,2026-03-09,Appartement,3.0,60.0,239000,3983.0,,,Appartement 3 pices 60 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3134555000
LeBonCoin,2026-03-09,Maison,8.0,220.0,1290000,5864.0,,,Maison 8 pices 220 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3153973816
LeBonCoin,2026-03-09,Maison,6.0,165.0,830000,5030.0,,,Maison 6 pices 165 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3150911034
LeBonCoin,2026-03-09,Appartement,3.0,55.0,119000,2164.0,,,Appartement 3 pices 55 m,https://www.leboncoin.fr/ad/ventes_immobilieres/2940477044
LeBonCoin,2026-03-09,Maison,5.0,145.0,925000,6379.0,,,Maison 5 pices 145 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3139064013
LeBonCoin,2026-03-09,Maison,3.0,74.0,480000,6486.0,,,Maison 3 pices 74 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3139424081
LeBonCoin,2026-03-09,Maison,6.0,131.0,598000,4565.0,,,Maison 6 pices 131 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3078261295
LeBonCoin,2026-03-09,Appartement,3.0,53.0,172000,3245.0,,,Appartement 3 pices 53 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3154121552
LeBonCoin,2026-03-09,Maison,4.0,90.0,299000,3322.0,,,Maison 4 pices 90 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3138367312
LeBonCoin,2026-03-09,Maison,3.0,81.0,377000,4654.0,,,Maison 3 pices 81 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3136412258
LeBonCoin,2026-03-09,Terrain,,387.0,217000,561.0,,,Terrain 387 m Toulon,https://www.leboncoin.fr/ad/ventes_immobilieres/3105842859
LeBonCoin,2026-03-09,Maison,9.0,210.0,1290000,6143.0,,,Maison 9 pices 210 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3154258344
LeBonCoin,2026-03-09,Maison,11.0,292.0,2290000,7842.0,,,Proprit 11 pices 292 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3127765279
LeBonCoin,2026-03-09,Autre,,100.0,290000,2900.0,,,Toulon centre / haut de ville - fond de commerce,https://www.leboncoin.fr/ad/ventes_immobilieres/3135404693
LeBonCoin,2026-03-09,Maison,8.0,138.0,750000,5435.0,,,Maison 8 pices 138 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3129853033
LeBonCoin,2026-03-09,Maison,8.0,223.0,939000,4211.0,,,Villa 8 pices 223 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3134317017
LeBonCoin,2026-03-09,Appartement,1.0,23.0,96000,4174.0,,,Appartement 1 pice 23 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3136412254
LeBonCoin,2026-03-09,Maison,3.0,80.0,377000,4712.0,,,Maison 3 pices 80 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3001297111
LeBonCoin,2026-03-09,Maison,5.0,152.0,1050000,6908.0,,,Maison 5 pices 152 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3140935966
LeBonCoin,2026-03-09,Maison,5.0,113.0,478800,4237.0,,,Maison 5 pices 113 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3067987946
LeBonCoin,2026-03-09,Maison,2.0,50.0,300000,6000.0,,,Maison 2 pices 50 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3150850556
LeBonCoin,2026-03-09,Appartement,1.0,16.0,79000,4938.0,,,Appartement 1 pice 16 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3130714850
LeBonCoin,2026-03-09,Maison,6.0,136.0,690000,5074.0,,,Proprit 6 pices 136 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3078844072
LeBonCoin,2026-03-09,Autre,,150.0,685000,4567.0,,,Immeuble 150 m Toulon,https://www.leboncoin.fr/ad/ventes_immobilieres/3104132439
LeBonCoin,2026-03-09,Maison,5.0,88.0,470000,5341.0,,,Maison 5 pices 88 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3155223179
LeBonCoin,2026-03-09,Maison,4.0,67.0,245000,3657.0,,,Maison de ville 4 pices 67 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3125286447
LeBonCoin,2026-03-09,Appartement,2.0,57.0,120000,2105.0,,,Appartement 2 pices 57 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3142329591
LeBonCoin,2026-03-09,Maison,5.0,152.0,545000,3586.0,,,Maison 5 pices 152 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3136412251
LeBonCoin,2026-03-09,Maison,6.0,125.0,655000,5240.0,,,Maison 6 pices 125 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3152150392
LeBonCoin,2026-03-09,Maison,9.0,220.0,1290000,5864.0,,,Maison 9 pices 220 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3154086649
LeBonCoin,2026-03-09,Maison,4.0,71.0,345000,4859.0,,,Maison 4 pices 71 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3148780339
LeBonCoin,2026-03-09,Appartement,4.0,85.0,445000,5235.0,,,Appartement 4 pices 85 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3114226461
LeBonCoin,2026-03-09,Appartement,5.0,107.0,310000,2897.0,,,Appartement 5 pices 107 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3136412255
LeBonCoin,2026-03-09,Maison,6.0,165.0,2484000,15055.0,,,Maison 6 pices 165 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3002276494
LeBonCoin,2026-03-09,Maison,9.0,200.0,525000,2625.0,,,Maison de village 9 pices 200 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3144321135
LeBonCoin,2026-03-09,Appartement,4.0,97.0,465000,4794.0,,,Appartement 4 pices 97 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3078612580
LeBonCoin,2026-03-09,Maison,5.0,170.0,890000,5235.0,,,Proprit 5 pices 170 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3110039326
LeBonCoin,2026-03-09,Maison,5.0,110.0,475000,4318.0,,,Maison 5 pices 110 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3138658516
LeBonCoin,2026-03-09,Maison,7.0,200.0,1900000,9500.0,,,Maison 7 pices 200 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3075228097
LeBonCoin,2026-03-09,Maison,4.0,96.0,247000,2573.0,,,Maison 4 pices 96 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3138368770
LeBonCoin,2026-03-09,Maison,4.0,70.0,310000,4429.0,,,Maison 4 pices 70 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3130810337
LeBonCoin,2026-03-09,Appartement,5.0,120.0,880000,7333.0,,,Duplex 5 pices 120 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3142335271
LeBonCoin,2026-03-09,Maison,5.0,126.0,549000,4357.0,,,Maison 5 pices 126 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3059481939
LeBonCoin,2026-03-09,Maison,10.0,373.0,2495000,6689.0,,,Villa 10 pices 373 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3128085054
LeBonCoin,2026-03-09,Maison,7.0,160.0,765000,4781.0,,,Villa 7 pices 160 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3051211154
LeBonCoin,2026-03-09,Appartement,4.0,80.0,344500,4306.0,,,Triplex 4 pices 80 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3131008268
LeBonCoin,2026-03-09,Appartement,4.0,72.0,244000,3389.0,,,Appartement 4 pices 72 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3136412248
LeBonCoin,2026-03-09,Maison,6.0,165.0,920000,5576.0,,,Proprit 6 pices 165 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3134947386
LeBonCoin,2026-03-09,Maison,6.0,125.0,550000,4400.0,,,Maison 6 pices 125 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3032475957
LeBonCoin,2026-03-09,Maison,6.0,140.0,885000,6321.0,,,Proprit 6 pices 140 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3151549913
LeBonCoin,2026-03-09,Appartement,3.0,58.0,215000,3707.0,,,Appartement 3 pices 58 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3142298715
LeBonCoin,2026-03-09,Maison,5.0,134.0,560000,4179.0,,,Proprit 5 pices 134 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3093228009
LeBonCoin,2026-03-09,Appartement,2.0,45.0,219526,4878.0,,,Appartement - 2 pices - LA CLOSERAIE TOULON,https://www.leboncoin.fr/ad/ventes_immobilieres/3053901190
